,gender,urban_rural,internet_access_hours,family_income_level,brain_rot_level,attention_span_minutes,academic_motivation,education_level,short_video_hours,social_media_hours
309,Female,Urban,5143704958,Middle,Low,5257456876.257233,7345088897,Postgraduate,0644800657,1829240872
310,Female,Rural,4400762784,Middle,Low,5036177505,3690848833,School,221637811,387322101
311,Female,Urban,4409038328,Low,Low,5052029589,4318278433,School,1649302257,4717701518
312,Male,Urban,6626764259,Middle,Low,4746790046,2909181831,School,1918026473,6332512546
313,Female,Rural,2631498359,Low,Low,5257456876.257233,558957298,Postgraduate,1248813598,2884464914
314,Female,Rural,4131566756,Low,Low,4958214487,5786865667,School,1279869308,411319523
315,Male,Rural,7846236323,High,Low,5073968573,5729260549,Graduate,2729907852,5209019408
316,Male,Urban,6878192695,Low,Low,5257456876.257233,8081649477,Graduate,1281049693,3900376716
317,Male,Urban,7820188586,High,Moderate,5491011031,6400995214,Diploma,2287312337,4947311525
318,Male,Urban,5083949534,High,Low,5575592177,3989631174,School,1241570636,3210491197
319,Male,Rural,4883449283,Middle,Low,5096859993,6390892525,School,222037475,4988113205
320,Female,Rural,5220386039,High,Low,5257456876.257233,7979783056,Dropout,2097754173,3839377376
321,Male,Rural,6188885796,High,Low,5257456876.257233,7858872168,Dropout,1491908104,3189725891
322,Female,Rural,186818912,Low,Low,4808950855,4482930773,School,0847818421,2168526536
323,Female,Urban,4517894551,Low,Low,5890541796,5112722378,Diploma,1184393879,2955167146
324,Male,Urban,6400510394,Middle,Low,5021141972,5690990607,School,2275860781,4156254593
325,Male,Urban,7352759573,High,Moderate,4949477871,4853472088,Diploma,1648286775,4988331399
326,Female,Rural,6038393704,Low,Low,5521003618,6722553278,School,1102190046,2927335694
327,Male,Urban,4285973213,Low,Low,5464311442,6322646981,School,2581880735,4833673644
328,Male,Urban,4423055158,Middle,Low,5636943801,6257830556,School,1353731367,3625020912
329,Male,Rural,4447102016,Low,Low,4788570777,3831163437,Diploma,2372897416,4387819251
330,Female,Urban,3268316205,Low,Low,5515960605,4926100908,School,0952801659,2253351387
331,Female,Urban,5411027297,Low,Low,5194777306,494876238,Diploma,1657107453,3929341682
332,Female,Urban,521245281,Low,Low,5701669906,3688010978,School,1361389175,3647527467
333,Female,Rural,7718186556,High,Low,5924672203,7175665397,School,1404373984,3361596971
334,Female,Urban,6529033709,High,Low,5257456876.257233,8612645565,Postgraduate,1298757733,4228405754
335,Female,Rural,5888546226,Low,Low,5374311971,5955866317,School,1255853889,2843898348
336,Female,Urban,5491164802,Middle,Low,5190852968,8022664138,Graduate,1132835981,2007869239
337,Male,Urban,7892778843,Low,Moderate,4813345982,6735679523,Graduate,1912718549,4651040141
338,Male,Rural,5343318457,High,Low,5257456876.257233,7339652767,Graduate,2039606638,3561365862
339,Male,Urban,300022376,Low,Low,5159426547,3501882232,Dropout,0634627651,1876735442
340,Male,Urban,2301010922,Middle,Low,5257456876.257233,4627976454,School,0737553228,2300689851
341,Female,Urban,5209560331,Low,Low,5376070298,4833238332,Diploma,0940080241,3106080575
342,Female,Rural,8307232031,High,Moderate,5793701076,9079676326,Diploma,242705418,6956018177
343,Male,Rural,266204502,Middle,Low,5257456876.257233,6945221669,Graduate,1490636687,295525917
344,Male,Rural,442915722,Low,Low,5386439204,4947507408,School,112859319,2648826999
345,Male,Rural,668537294,Middle,Low,5988794889,7071102585,Graduate,1306673061,2810081004
346,Female,Urban,4092314776,Low,Low,5593495479,700073077,Graduate,1927830673,4115789652
347,Female,Rural,7915084912,Low,Moderate,4363970734,4848891167,School,2063831028,6772996762
348,Female,Urban,6962816731,Middle,Low,5918895733,5504917769,Diploma,1865939566,3165580141
349,Male,Rural,5243168766,Middle,Low,5725447654,3003279297,Diploma,1755429339,4842641381
350,Male,Urban,4389777612,Middle,Low,5215593129,7187763759,Graduate,1323032818,2473887204
351,Male,Urban,6906051451,Middle,Moderate,5183686219,6618720982,Diploma,3473381857,5992529889
352,Female,Urban,3368823468,Low,Low,5257456876.257233,560589935,School,0535933065,1520011717
353,Male,Rural,6993833766,Middle,Low,4593125373,298010888,School,1879332038,5419056419
354,Male,Rural,6040053877,Middle,Low,5167133811,4496256193,Diploma,2355694989,3987760989
355,Male,Urban,5975161259,Middle,Low,4921590882,5233755502,Diploma,2401375299,6276723068
356,Male,Rural,174652982,Low,Low,5146134376,10,Dropout,0545384072,111233612
357,Female,Rural,5204145702,High,Low,5912418844,7729697138,Graduate,087617345,2389652498
358,Female,Rural,2331401755,High,Low,5374339063,4759435987,Dropout,1105051509,2080548237
359,Female,Urban,6688487504,Middle,Low,5800448603,9411725908,School,1149270689,3514361987
360,Male,Urban,6542086387,High,Low,5257456876.257233,7621310903,School,1322270232,3362622998
361,Female,Rural,3161963167,Middle,Low,5669797123,6237664785,School,0718420655,2042596069
362,Male,Rural,465677592,Middle,Low,5976179245,3478675654,School,1395139449,3611780979
363,Male,Urban,3939883485,Middle,Low,4924133466,3245836283,Dropout,1698312715,3224915189
364,Male,Rural,7359223455,Middle,Low,5257456876.257233,5698146517,Graduate,1169374391,366659693
365,Male,Rural,6217137542,Low,Moderate,4164634791,2892112339,Graduate,1730296608,5144486435
366,Female,Rural,6305940283,Middle,Moderate,4794830519,6043189804,Graduate,2919792081,5759350905
367,Female,Rural,37854928,Middle,Low,5257456876.257233,9720265576,School,1486232942,2651476426
368,Female,Urban,7305122318,High,Low,5511835744,733813914,Graduate,2310509773,4560615995
369,Female,Rural,1600020455,Middle,,5984049959,660804101,Dropout,00,00
370,Male,Urban,6171939985,Low,Moderate,4872511434,5609946977,School,162361955,3348324033
371,Male,Rural,5909273892,Middle,Low,5257456876.257233,9467477463,Graduate,1637155933,4775398262
372,Other,Rural,4235775653,Middle,Low,5257456876.257233,7450546423,Graduate,0536233619,1679561045
373,Male,Urban,4773636232,Low,Low,5983310648,4705289053,Graduate,1666744232,3139303597
374,Female,Urban,3255417119,Middle,Low,4812266953,343375339,Dropout,1718379083,3194468723
375,Female,Urban,3424625441,Low,Low,5581804488,5991186859,Graduate,0951925785,2296598805
376,Male,Urban,4073595138,Low,Low,5772162245,6417184865,Diploma,0998072878,2645910015
377,Male,Rural,5288200056,High,Low,5540918774,3222035908,Diploma,169476714,3132527286
378,Female,Urban,4928986666,High,Low,5257456876.257233,7957737424,Postgraduate,1180355105,2548264362
379,Female,Urban,2338201671,Middle,Low,5694669561,8097962538,Graduate,08810027,252795157
380,Male,Urban,6059364479,Low,Low,4125095074,10,Dropout,14553541,288071392
381,Male,Rural,3967153218,Low,Low,5906700844,3227745497,Diploma,1773393866,3183650519
382,Female,Urban,6265399617,Middle,Low,5132615646,5618130323,Diploma,1938826181,4093883503
383,Male,Urban,2599287734,High,Low,5038133457,3979053874,Dropout,0409122845,081304846
384,Female,Rural,082358152,High,Low,5294318232,5415455471,School,0306352888,1010392777
385,Male,Rural,4177563589,Middle,Low,5109347013,3766153383,School,1510552186,2559686406
386,Male,Rural,4111571631,Middle,Low,5851989213,8478465607,Postgraduate,1667723131,3841401147
387,Male,Rural,3096433347,High,Low,5439524487,5586963441,Dropout,1490092059,3131186879
388,Female,Urban,3920108102,Low,Low,5913505087,7082205993,Postgraduate,0422851154,1265327887
389,Female,Rural,7765586149,High,Moderate,5072142394,7191383734,School,3142278285,6224468978
390,Female,Urban,4410079061,Middle,Low,5257456876.257233,8405773878,Diploma,0779393931,2269232357
391,Female,Rural,490688659,Middle,Low,4906017478,5302558332,School,1398941087,4193889797
392,Male,Urban,3854502634,Low,Low,5495927973,6394122759,Graduate,1206688887,2429831984
393,Male,Urban,4353589356,High,Low,5828461978,6969599349,Graduate,1328031743,3252848545
394,Other,Urban,488404241,Low,Low,5257456876.257233,3499278992,School,167851944,4091615973
395,Female,Rural,3707472095,High,Low,5376815078,6582939254,Graduate,1144695827,2221253882
396,Male,Rural,5726531886,Low,Low,5257456876.257233,6665489446,Postgraduate,0772299472,1636933191
397,Male,Urban,4267482818,Low,Low,5642317096,5617952849,Graduate,1242818987,2313738698
398,Female,Urban,6996064203,Middle,Low,5414667479,5434786701,Diploma,2222783895,3875955653
399,Female,Rural,4439870419,Middle,Low,5314838482,5287996612,Graduate,2193390518,3863704493
400,Male,Urban,7679698966,Low,Moderate,4506300964,5263954491,School,1681581019,4306516396
401,Female,Urban,535213256,Middle,Low,5188920521,5867265042,Graduate,1274784863,3887390655
402,Female,Urban,5542336962,Low,Moderate,4220978499,3513346058,Dropout,2653997038,5038735351
403,Female,Rural,7868606704,Middle,Moderate,4812061187,5711054135,Graduate,2930348317,5796258084
404,Male,Urban,5531763319,Middle,Low,5257456876.257233,9397946431,Postgraduate,1324666642,3125856694
405,Male,Rural,3091743275,Low,Low,5654294336,9878419608,Graduate,1536951331,4451293687
406,Male,Rural,6713171836,Low,Moderate,4315610566,4673442551,School,3229587421,6014444983
407,Male,Rural,3536923598,Low,Low,5716264862,6798516595,Diploma,081784309,2244224907
408,Male,Rural,2983785239,Low,Low,5257456876.257233,6394345309,Diploma,0600979178,1599065802
409,Female,Rural,5596805098,Low,Low,5763479734,5556444332,Graduate,1102068941,2985541787
410,Female,Rural,5813984857,Middle,Low,5779789337,6589270664,Postgraduate,0997586098,3231438405
411,Female,Urban,5338755268,Middle,Low,4800730299,3249829007,School,2731423181,531546786
412,Male,Rural,7153919488,Middle,Moderate,4242713998,3944337656,School,2683836975,6591731389
413,Male,Rural,4136340349,Middle,Low,5557306094,1720648971,Diploma,1138542019,2615082107
414,Male,Urban,3718030744,Low,Low,4444304856,1957778151,Dropout,1243938564,3311214827
415,Female,Rural,2945019569,Middle,Low,5420602558,6544791852,Diploma,0890063851,2181429802
416,Male,Urban,3566676335,Low,Low,4742913022,10,Dropout,1773070882,3155182285
417,Male,Urban,7705380617,High,Low,5732021537,6137019905,Graduate,2097577443,4452160394
418,Female,Urban,6239191159,Low,Moderate,5000804952,4578786335,School,2198122868,4260786525
419,Male,Rural,4293147827,Low,Low,5257456876.257233,4055273035,School,1533909253,3661888681
420,Male,Urban,4706773213,Middle,Low,5074594812,5081216985,Dropout,1520264013,3617099848
421,Female,Urban,6953969765,Middle,Moderate,4841763044,4029081953,Dropout,1632443179,3776345608
422,Male,Rural,8622314382,High,Low,5257456876.257233,7719924764,Graduate,1488205036,3819382621
423,Male,Rural,4504498982,Low,Low,5118937861,3165310321,Dropout,1316586214,2375013908
424,Male,Urban,4255452584,Low,Low,5606222189,4965798673,Diploma,0906644809,2603006542
425,Female,Urban,4249210882,Middle,Low,5420618434,4242788094,School,1892721836,3988281389
426,Male,Urban,4646897074,Middle,Low,5904036935,7824791378,Graduate,1038633032,28569468
427,Male,Urban,237515104,Low,Low,5699383805,5533720498,School,1178548386,2154352859
428,Male,Urban,634759504,High,Low,5250141919,5920948888,Diploma,3145939023,6786930678
429,Male,Urban,5233412676,Middle,Low,5767157167,5758241163,Dropout,1078206542,2835912993
430,Other,Rural,4249447263,Low,Low,5611442089,5981878708,Dropout,1132361257,2554734584
431,Male,Urban,5582590175,Low,Low,5839609426,780732977,Graduate,0780746011,1427106816
432,Female,Rural,147447424,Low,Low,5847381559,6213648384,Diploma,0424531687,1319469807
433,Male,Rural,46260051,Middle,Low,5369471814,4594549953,Diploma,151406854,378518073
434,Female,Urban,8109514993,Middle,Moderate,4635190364,5563675069,Graduate,2227804777,4101591355
435,Male,Urban,5822554923,High,Low,5257456876.257233,7900964789,Postgraduate,167926159,4782184213
436,Other,Urban,3261512811,Low,Low,5331275015,5174696469,Diploma,0997611671,2191963111
437,Female,Rural,4605649238,Low,Low,5257456876.257233,479830546,Dropout,1376929814,2928009487
438,Female,Urban,3865403589,Low,Low,5385085303,2680587471,Dropout,1178743102,3582187488
439,Male,Urban,4289022747,Low,Low,5257456876.257233,5637334213,Graduate,1175015811,2101225765
440,Male,Urban,4723512708,Low,Low,5888999143,4245020748,School,1094029693,3635034657
441,Male,Urban,1898033484,Low,Low,5289389846,3996717368,School,0540610914,1492588558
442,Female,Urban,3495938525,Low,Low,4726603825,432498404,Graduate,10828754,2154631693
443,Female,Urban,655879047,Middle,Low,5953578021,6614277356,Graduate,0764910428,2315111964
444,Male,Rural,5043335037,Low,Low,5257456876.257233,6503015316,Diploma,0677073585,2255609511
445,Female,Rural,5883738903,Middle,Low,5778145945,8979116685,School,2250581933,4582224994
446,Female,Urban,6069274472,High,Moderate,5102938311,7360567521,School,2906885686,611537997
447,Male,Urban,4470469396,High,Low,5409712854,5360136435,Dropout,1183992591,3629310205
448,Female,Rural,3417397613,Low,Low,5257456876.257233,5390751646,Diploma,0884447652,2075833118
449,Female,Rural,7619094676,Middle,Low,4543602947,4067132108,Diploma,1678566328,4588165328
450,Male,Rural,4992819961,Middle,Low,5537653392,6531348017,School,1819345596,3159776685
451,Male,Urban,6719894449,High,Low,5310112555,807383274,Graduate,1757555083,4646850985
452,Male,Rural,7921459012,High,Low,5010705065,4614141545,School,2541925422,5997792319
453,Male,Rural,4126171129,Middle,Low,4946284856,1561647378,School,1216121207,2051305343
454,Female,Urban,2837727107,Low,Low,5257456876.257233,7778382036,Diploma,1397138428,2689782116
455,Female,Rural,5679324948,Low,Low,5611318733,7821938079,Graduate,2573795784,4513240107
456,Male,Rural,4473208804,High,Low,4920462281,5018852932,Graduate,1457128789,4299788369
457,Male,Rural,7502903501,Middle,Low,4885745625,6570374732,Graduate,2194995094,4503954821
458,Male,Urban,4204989271,Low,Low,5898049519,830861019,School,1503431383,2542309242
459,Male,Urban,4020274868,Low,Low,5629077504,5861806671,Diploma,185773222,3383595949
460,Male,Rural,5245884409,Low,Moderate,4411638313,3691228853,School,1415141971,4215544959
461,Male,Rural,5684701698,High,Low,5851005219,4508211887,Graduate,1197823139,3216671713
462,Male,Urban,3468966962,Middle,Low,4734841816,1038438846,School,1442055573,2432953094
463,Female,Rural,7451866449,Middle,Moderate,3977793223,3184212466,Dropout,25661461,4842956913
464,Male,Rural,4231933485,Low,Low,5257456876.257233,6939297832,School,121080035,2776054718
465,Male,Rural,4234345848,Middle,Low,5420198693,5261849267,Graduate,1243064813,2378669838
466,Male,Rural,6823200395,Middle,Moderate,5272453562,702846975,Diploma,1264001461,4060958649
467,Female,Urban,2607234821,High,Low,5257456876.257233,7108719577,School,0515744226,1636336435
468,Male,Urban,5898860941,Middle,Low,5257456876.257233,6695239819,Graduate,1793807205,311082337
469,Female,Rural,470454228,High,Low,5609657999,5397267655,School,1175371829,2728953078
470,Male,Rural,5237146141,Low,Low,5808719111,6316608602,School,1685873807,3077315192
471,Female,Urban,5551725233,High,Low,5029124028,5974683618,Graduate,236921675,4236282334
472,Female,Rural,7982867314,Low,Moderate,5006964834,541708946,School,2042111714,5521671526
473,Male,Rural,72189302,Middle,Low,4793703345,5077727627,School,2066470601,6688497482
474,Male,Urban,6135791815,Middle,Moderate,5244228806,4898079991,School,2010199163,5416889757
475,Female,Urban,3281254357,Middle,Low,5146660817,3539994348,School,0534449759,1299669057
476,Female,Rural,6727436833,Middle,Low,5271329952,3987853958,Diploma,1318505712,4392400792
477,Male,Rural,4358970624,High,Moderate,4875306251,4695633116,School,1221158698,3319787947
478,Female,Urban,4338053915,Low,Low,5257456876.257233,8407113787,Graduate,1229394981,3922599618
479,Male,Urban,8126071484,High,Low,5257456876.257233,6785436269,PhD,1521345479,317890301
480,Male,Urban,4919518679,Low,Low,5389071919,5252054401,Diploma,1753633321,3120623266
481,Male,Rural,3571897504,Middle,Low,4863979359,5275946939,Dropout,1164314954,2907310083
482,Female,Urban,3169023643,High,Low,5459468211,3360395827,Dropout,1333959414,2618537108
483,Female,Urban,3908062573,Middle,Low,5519083626,6454377626,Diploma,1966361016,4274626463
484,Male,Urban,3559685812,Middle,Low,5377649698,5604739227,Diploma,2059691486,3501765056
485,Male,Rural,396470594,Middle,Low,5257456876.257233,9275871071,PhD,0862925198,1884209266
486,Other,Rural,6377472684,Middle,Low,4858723917,5020117173,Diploma,1432156368,4493638269
487,Female,Rural,4233812689,Low,Low,5257456876.257233,5787126854,Postgraduate,117011817,2937717362
488,Female,Urban,6695693875,Middle,Low,4773482364,4333743717,School,3061660182,5790643019
489,Female,Urban,316012556,Middle,Low,4559070249,297025153,Diploma,1821470971,5395077673
490,Female,Urban,4799449051,Middle,Low,5257456876.257233,305356535,School,1929123347,3308635978
491,Male,Rural,5024335402,Middle,Low,5817624806,5759979757,Graduate,2085199587,3864929173
492,Male,Rural,3310143242,Low,Low,4766761353,4269136848,School,0952391028,3170046872
493,Other,Rural,3957825372,Middle,Low,5401330641,6614815501,School,1461963884,2731528633
494,Female,Urban,7114184466,Middle,Low,5701366312,6469654411,Graduate,1444768238,298492655
495,Male,Rural,3393805454,Middle,Low,5257456876.257233,6607785961,Diploma,0749405623,18182087
496,Female,Rural,1377069277,Middle,Low,5814219824,5763847104,Diploma,0512743641,1079590246
497,Female,Urban,3090746941,Low,Moderate,5257456876.257233,5214371022,School,2075099591,3518845242
498,Female,Urban,6943431861,High,Low,5048292587,6254495516,Postgraduate,1922219085,3327868865
